Label,Text
negative,"memang gak ada efek yang sampek parah sih, cuman tangan sakit banget gila… buat bawa boneka yang ringan aja nyeri banget"
negative,"habis vaksin sinovac tadi nya nggak apa-apa, setelah 3 jam langsung parah efek nya"
negative,"baru ini ngerasain efek samping yang sakit, padahal ulasan orang-orang nggak sesakit ini"
negative,"aku pake sinovac, dan apa yang terjadi? Efek nya sampai 5 hari belum selesai"
negative,saudara ku sinovac pingsan sampai rumah
negative,entah kenapa sinovac bikin diriku jadi panas
negative,"gak bisa bangun karena tangan sakit banget, ditambah pusing"
negative,"beda-beda, ke aku efek nya parah, padahal di adik ku nggak"
negative,alhamdulillah gak bisa bangun
negative,"optimis gak ada efek, tapi ternyata efek nya datang bertubi-tubi"
negative,habis paracetamol 3 biji tapi nggak turun-turun efek dari sinovac
negative,"ayah ku pake sinovac, besok nya langsung ijin gak masuk kerja"
negative,"Mantap sakit banget ini lengan ku, kayak bengkak"
negative,"udah habis paracetamol banyak, tapi kayak nya gak mempan :)"
